                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                  0.294,                 0.2544,                0.28956,                0.80201,                0.91664,                 0.9425,                0.96412,                0.86661,                0.91664,                 0.9425,                0.96412,                0.87336,                0.47827,                0.84189,                 0.4448,                0.85094,              0.0015882,              0.0015882,              0.0015882
                    106,                0.30023,                0.24533,                0.28504,                 0.8202,                0.89435,                 0.9675,                0.96788,                0.89681,                0.89435,                 0.9675,                0.96788,                0.87333,                0.43391,                0.82174,                0.41325,                0.83867,              0.0015842,              0.0015842,              0.0015842
                    107,                0.31394,                0.26517,                0.28218,                 0.8322,                0.91294,                0.94286,                0.96764,                0.88593,                0.91294,                0.94286,                0.96764,                0.89454,                0.47872,                 0.7418,                0.44426,                0.84814,              0.0015802,              0.0015802,              0.0015802
                    108,                0.32243,                 0.2421,                0.29077,                0.81315,                0.91327,                0.94286,                0.96662,                0.87683,                0.91327,                0.94286,                0.96662,                0.89758,                0.44801,                0.67381,                0.44421,                0.84459,              0.0015763,              0.0015763,              0.0015763
                    109,                0.32794,                0.27392,                0.29577,                0.83035,                0.91376,                0.94286,                0.96015,                0.86211,                0.91376,                0.94286,                0.96015,                0.88505,                0.48859,                 0.7477,                0.47435,                0.85807,              0.0015723,              0.0015723,              0.0015723
                    110,                0.28744,                0.21068,                0.27933,                0.82833,                0.94076,                0.90754,                0.95319,                0.86586,                0.94076,                0.90754,                0.95319,                0.87464,                0.49212,                0.78565,                0.48107,                0.85766,              0.0015684,              0.0015684,              0.0015684
                    111,                0.30527,                0.26246,                0.28215,                0.80264,                0.94104,                0.91208,                0.94762,                 0.8456,                0.94104,                0.91208,                0.94762,                0.86594,                0.50542,                0.93176,                0.48438,                0.86817,              0.0015644,              0.0015644,              0.0015644
                    112,                0.31687,                0.26608,                0.29543,                0.82063,                0.96087,                0.88571,                0.95017,                0.84808,                0.96087,                0.88571,                0.95017,                 0.8612,                0.53794,                 1.1149,                 0.4834,                0.87977,              0.0015604,              0.0015604,              0.0015604
                    113,                0.30177,                0.22192,                0.27909,                0.81593,                0.96968,                0.91366,                0.95092,                0.85721,                0.96968,                0.91366,                0.92972,                0.83692,                0.48815,                 1.3106,                0.47663,                0.86421,              0.0015565,              0.0015565,              0.0015565
                    114,                0.28207,                0.22869,                0.26073,                0.81925,                      1,                0.91144,                0.95047,                0.85165,                      1,                0.91144,                0.92961,                0.82529,                0.51953,                 1.3355,                0.47992,                0.87509,              0.0015525,              0.0015525,              0.0015525
                    115,                0.28721,                0.23361,                0.27747,                0.81114,                0.96349,                0.94286,                0.95076,                0.85046,                0.96349,                0.94286,                0.95076,                 0.8443,                0.50258,                 1.1524,                0.44324,                0.86853,              0.0015486,              0.0015486,              0.0015486
                    116,                0.27629,                0.22563,                0.26085,                0.83701,                0.97052,                0.94055,                0.95644,                0.85848,                0.97052,                0.94055,                0.95077,                0.85735,                0.49568,                 1.0792,                0.42256,                0.87659,              0.0015446,              0.0015446,              0.0015446
                    117,                0.30885,                0.23958,                0.27552,                0.82477,                0.97048,                0.93927,                0.96419,                0.87504,                0.97048,                0.93927,                0.96419,                0.86491,                0.47511,                 1.0595,                0.39329,                 0.8808,              0.0015406,              0.0015406,              0.0015406
                    118,                0.30581,                0.23461,                 0.2713,                0.82522,                0.96665,                0.91429,                0.96167,                0.87106,                0.96665,                0.91429,                0.96167,                0.87003,                 0.4994,                0.97205,                0.42003,                0.87607,              0.0015367,              0.0015367,              0.0015367
                    119,                0.28943,                0.20633,                0.27327,                0.81818,                      1,                0.93142,                0.96396,                0.88598,                      1,                0.93142,                0.96396,                0.88757,                0.45519,                0.85351,                0.41187,                0.86471,              0.0015327,              0.0015327,              0.0015327
                    120,                0.28237,                0.22177,                 0.2689,                0.82496,                 0.9946,                0.94286,                0.95589,                0.88439,                 0.9946,                0.94286,                0.95589,                0.88158,                0.45884,                0.83139,                0.41434,                0.85982,              0.0015288,              0.0015288,              0.0015288
                    121,                 0.2759,                0.23548,                0.26687,                 0.8266,                0.99562,                0.94286,                0.95059,                0.87313,                0.99562,                0.94286,                0.95059,                0.89401,                0.48297,                0.84027,                0.45181,                0.85813,              0.0015248,              0.0015248,              0.0015248
                    122,                0.27368,                0.23954,                0.26335,                0.80536,                 0.9966,                0.94286,                0.95081,                0.88464,                 0.9966,                0.94286,                0.95081,                0.88353,                 0.4422,                0.84004,                0.44148,                0.84689,              0.0015208,              0.0015208,              0.0015208
                    123,                0.25154,                0.25935,                0.24872,                0.81487,                0.96864,                0.94286,                 0.9477,                 0.8678,                0.96864,                0.94286,                 0.9477,                0.88038,                0.44802,                0.80743,                0.46541,                0.84871,              0.0015169,              0.0015169,              0.0015169
                    124,                0.29815,                0.24178,                0.27265,                0.80883,                   0.97,                0.94286,                0.94799,                0.85498,                   0.97,                0.94286,                0.94799,                0.87748,                0.47356,                0.78188,                0.44306,                0.85124,              0.0015129,              0.0015129,              0.0015129
                    125,                0.28309,                0.25532,                0.26236,                0.81732,                0.96908,                0.94286,                0.94855,                0.85831,                0.96908,                0.94286,                0.94855,                0.88489,                 0.4508,                0.81482,                 0.4289,                0.84672,               0.001509,               0.001509,               0.001509
                    126,                0.27548,                0.21541,                0.25835,                0.81095,                0.96895,                0.94286,                0.94679,                0.86382,                0.96895,                0.94286,                0.94679,                0.87646,                0.45224,                 0.8748,                0.42561,                0.85048,               0.001505,               0.001505,               0.001505
                    127,                0.27632,                0.22718,                0.26303,                0.82069,                0.97052,                0.94081,                0.94711,                0.86825,                0.97052,                0.94081,                0.94711,                0.88156,                0.43424,                0.84302,                0.42618,                0.85089,               0.001501,               0.001501,               0.001501
                    128,                0.29487,                0.21211,                0.27676,                0.81705,                0.97057,                0.94212,                0.95378,                0.87028,                0.97057,                0.94212,                0.95378,                0.87018,                 0.4572,                0.83778,                0.43375,                0.85721,              0.0014971,              0.0014971,              0.0014971
                    129,                0.30769,                0.22773,                0.28623,                0.83705,                0.96926,                0.94286,                0.95458,                0.88931,                0.96926,                0.94286,                0.95753,                0.87012,                0.44463,                0.84096,                 0.4262,                0.85822,              0.0014931,              0.0014931,              0.0014931
                    130,                0.27297,                 0.2103,                0.26336,                0.82026,                0.96899,                0.94286,                0.95375,                0.88061,                0.96899,                0.94286,                0.95375,                0.87181,                0.46318,                0.83778,                0.45669,                0.86097,              0.0014892,              0.0014892,              0.0014892
                    131,                0.30736,                0.26376,                0.28177,                0.81383,                0.96866,                0.94286,                0.94928,                0.87483,                0.96866,                0.94286,                0.94928,                 0.8552,                0.47151,                0.79467,                0.48715,                0.85993,              0.0014852,              0.0014852,              0.0014852
                    132,                0.27645,                0.20578,                0.26285,                0.81314,                0.96959,                0.94286,                0.95053,                0.85661,                0.96959,                0.94286,                0.95053,                0.87362,                0.49013,                0.73514,                0.48972,                 0.8581,              0.0014812,              0.0014812,              0.0014812
                    133,                0.26074,                0.20454,                0.25026,                 0.8219,                0.96945,                0.94286,                0.95308,                0.88424,                0.96945,                0.94286,                0.95308,                0.87782,                0.47649,                0.77263,                 0.4696,                0.85339,              0.0014773,              0.0014773,              0.0014773
                    134,                0.28796,                0.22188,                0.26495,                0.81621,                 0.9675,                0.94286,                 0.9617,                0.88196,                 0.9675,                0.94286,                 0.9617,                0.88118,                0.45372,                0.81772,                 0.4419,                0.85275,              0.0014733,              0.0014733,              0.0014733
                    135,                0.31321,                0.23932,                0.27703,                0.82771,                0.96207,                0.94286,                0.97153,                0.89811,                0.96207,                0.94286,                0.97153,                0.88963,                0.44785,                0.83707,                0.40292,                0.86027,              0.0014694,              0.0014694,              0.0014694
                    136,                0.25657,                0.20066,                0.24984,                 0.8074,                0.96439,                0.94286,                0.97384,                0.88942,                0.96439,                0.94286,                0.97384,                0.87876,                0.48221,                0.84749,                0.39957,                0.86915,              0.0014654,              0.0014654,              0.0014654
                    137,                0.30453,                0.26214,                0.28076,                0.82564,                0.98956,                0.94286,                0.97405,                0.89791,                0.98956,                0.94286,                0.97405,                 0.8959,                0.44726,                0.86701,                0.40688,                 0.8536,              0.0014614,              0.0014614,              0.0014614
                    138,                0.27981,                0.22427,                0.26818,                0.81238,                0.96373,                0.94286,                0.97367,                0.88295,                0.96373,                0.94286,                0.97367,                0.88074,                0.44641,                0.79806,                0.39418,                0.84907,              0.0014575,              0.0014575,              0.0014575
                    139,                0.30202,                 0.2631,                0.28838,                0.81591,                0.96655,                0.94286,                0.96512,                0.87405,                0.96655,                0.94286,                0.96512,                 0.8771,                0.44649,                0.77772,                0.39262,                0.84933,              0.0014535,              0.0014535,              0.0014535
                    140,                0.27993,                0.22895,                0.25962,                0.83264,                0.98415,                0.94286,                0.96144,                0.85921,                0.98415,                0.94286,                0.96144,                 0.8915,                0.43597,                 0.7631,                0.40562,                0.84816,              0.0014496,              0.0014496,              0.0014496
                    141,                  0.284,                0.23126,                0.26675,                0.82981,                0.98944,                0.94286,                0.95569,                0.86257,                0.98944,                0.94286,                0.95569,                0.88713,                0.45783,                0.75231,                0.42263,                0.85526,              0.0014456,              0.0014456,              0.0014456
                    142,                0.27869,                0.24138,                0.26066,                 0.8196,                 0.9948,                0.94286,                0.95074,                0.83717,                 0.9948,                0.94286,                0.95074,                0.88299,                0.50916,                0.84373,                0.47519,                0.86102,              0.0014416,              0.0014416,              0.0014416
                    143,                0.29182,                0.22444,                0.26788,                0.83065,                0.99244,                0.94286,                0.95182,                0.85344,                0.99244,                0.94286,                0.95182,                0.86612,                0.47891,                0.90892,                0.45331,                0.85451,              0.0014377,              0.0014377,              0.0014377
                    144,                0.26784,                0.23595,                0.25828,                0.80327,                0.99434,                0.94286,                0.95128,                 0.8614,                0.99434,                0.94286,                0.95128,                0.87309,                  0.456,                0.78212,                0.43322,                0.85039,              0.0014337,              0.0014337,              0.0014337
                    145,                0.25522,                0.21627,                 0.2457,                 0.8164,                0.99982,                0.91429,                0.95044,                0.83906,                0.99982,                0.91429,                0.95044,                 0.8827,                0.51739,                0.77874,                 0.4658,                0.86418,              0.0014298,              0.0014298,              0.0014298
                    146,                0.28963,                0.20456,                0.24574,                0.81783,                0.97023,                0.94286,                0.96196,                0.87463,                0.97023,                0.94286,                0.96196,                0.89081,                0.47082,                0.75063,                0.40414,                 0.8658,              0.0014258,              0.0014258,              0.0014258
                    147,                0.28512,                0.24488,                0.25456,                0.83691,                0.96918,                0.94286,                0.96879,                0.89771,                0.96918,                0.94286,                0.96879,                0.88886,                0.46489,                0.79137,                 0.3737,                0.87382,              0.0014218,              0.0014218,              0.0014218
                    148,                0.27598,                0.23075,                0.25935,                0.80284,                0.96763,                0.94286,                0.96987,                0.87978,                0.96763,                0.94286,                0.96987,                0.88223,                0.44117,                0.86326,                  0.371,                0.86096,              0.0014179,              0.0014179,              0.0014179
                    149,                0.28018,                0.19733,                0.26655,                 0.8265,                0.96734,                0.94286,                0.96892,                 0.8816,                0.96734,                0.94286,                0.96892,                0.89375,                 0.4245,                0.78274,                0.36995,                 0.8615,              0.0014139,              0.0014139,              0.0014139
                    150,                0.24235,                0.22241,                 0.2416,                0.80537,                0.96898,                0.94286,                0.96754,                0.87414,                0.96898,                0.94286,                0.96754,                 0.8709,                0.43032,                0.81462,                0.37192,                0.86142,                0.00141,                0.00141,                0.00141
                    151,                0.27603,                0.24862,                0.26519,                0.83152,                 0.9705,                0.94003,                0.96857,                0.89728,                 0.9705,                0.94003,                0.96857,                0.86702,                0.41743,                0.92149,                0.38233,                0.86818,               0.001406,               0.001406,               0.001406
                    152,                0.26383,                0.19951,                0.25207,                0.81865,                0.97046,                0.93879,                0.96384,                0.87981,                0.97046,                0.93879,                0.96384,                0.85656,                0.46064,                0.98292,                0.40549,                0.87857,               0.001402,               0.001402,               0.001402
                    153,                0.29547,                0.24542,                0.26534,                0.83351,                0.95695,                0.94286,                0.95343,                0.88487,                0.95695,                0.94286,                0.95343,                0.87722,                0.45444,                0.87048,                0.45994,                0.87554,              0.0013981,              0.0013981,              0.0013981
                    154,                0.25503,                0.20522,                0.24733,                0.80652,                0.94279,                0.94165,                 0.9498,                0.88899,                0.94279,                0.94165,                 0.9498,                0.88122,                0.41175,                0.75706,                0.41092,                0.85035,              0.0013941,              0.0013941,              0.0013941
                    155,                0.26609,                0.22006,                0.25295,                0.80836,                0.96095,                0.91429,                0.95041,                0.89658,                0.96095,                0.91429,                0.95041,                0.88781,                0.41981,                0.73713,                0.41182,                  0.848,              0.0013902,              0.0013902,              0.0013902
                    156,                  0.254,                0.20098,                0.25752,                0.80078,                 0.9371,                0.94286,                0.95615,                0.90263,                 0.9371,                0.94286,                0.95615,                0.88647,                0.41589,                0.76667,                0.38495,                 0.8462,              0.0013862,              0.0013862,              0.0013862
                    157,                0.25495,                0.17752,                0.23912,                0.81944,                0.96186,                0.94286,                0.96012,                0.88318,                0.96186,                0.94286,                0.96012,                 0.8838,                0.43884,                0.77267,                0.41018,                0.85799,              0.0013822,              0.0013822,              0.0013822
                    158,                0.25437,                0.21836,                0.25047,                 0.8062,                0.96194,                0.94286,                0.96131,                0.88376,                0.96194,                0.94286,                0.96576,                0.89292,                0.43361,                0.71046,                0.40355,                0.85899,              0.0013783,              0.0013783,              0.0013783
                    159,                0.25569,                0.20135,                0.24566,                0.81274,                0.96585,                0.94286,                 0.9642,                0.87508,                0.96585,                0.94286,                 0.9705,                 0.8901,                0.42795,                0.69863,                0.39573,                0.85746,              0.0013743,              0.0013743,              0.0013743
                    160,                0.28991,                0.21227,                0.25754,                0.82775,                0.94271,                0.94286,                0.97237,                0.88119,                0.94271,                0.94286,                0.97237,                0.90041,                0.41813,                 0.7167,                0.39253,                0.85467,              0.0013704,              0.0013704,              0.0013704
                    161,                0.28501,                0.22596,                0.26649,                 0.8188,                0.95511,                0.94286,                0.97421,                0.89671,                0.95511,                0.94286,                0.97421,                0.91241,                0.42389,                0.66119,                0.41787,                 0.8569,              0.0013664,              0.0013664,              0.0013664
                    162,                0.25872,                0.19295,                0.25177,                0.81628,                0.93407,                0.94286,                0.96474,                0.88359,                0.93407,                0.94286,                 0.9697,                0.89463,                 0.4572,                0.69417,                0.40848,                0.86334,              0.0013624,              0.0013624,              0.0013624
                    163,                0.26788,                0.19891,                0.25588,                0.81512,                 0.9428,                0.94196,                0.96579,                0.88341,                 0.9428,                0.94196,                0.96579,                 0.8944,                0.42283,                0.69958,                0.38089,                0.86028,              0.0013585,              0.0013585,              0.0013585
                    164,                0.24347,                0.18473,                0.23659,                0.80934,                0.97055,                0.94154,                0.96826,                0.89982,                0.97055,                0.94154,                0.96826,                0.90089,                0.42485,                0.72791,                0.36752,                 0.8547,              0.0013545,              0.0013545,              0.0013545
                    165,                 0.2795,                0.21096,                0.24591,                0.81696,                0.97052,                0.94055,                0.97079,                0.88087,                0.97052,                0.94055,                0.97079,                 0.9001,                0.45886,                0.71265,                0.37397,                0.86093,              0.0013506,              0.0013506,              0.0013506
                    166,                0.25001,                0.21003,                0.23606,                0.81941,                0.97048,                0.93932,                 0.9673,                0.87238,                0.97048,                0.93932,                 0.9673,                0.90751,                0.44915,                0.72392,                0.36388,                0.85352,              0.0013466,              0.0013466,              0.0013466
                    167,                0.25586,                0.21304,                0.24065,                0.80048,                0.96772,                0.91429,                0.95377,                0.89189,                0.97032,                0.93414,                0.95463,                0.89459,                 0.4039,                0.73119,                0.36577,                0.85279,              0.0013426,              0.0013426,              0.0013426
                    168,                0.26586,                0.20119,                0.23662,                0.81605,                0.96726,                0.91429,                0.95226,                0.88501,                0.97035,                0.93528,                0.95318,                0.88503,                0.43998,                0.78928,                0.37855,                0.85999,              0.0013387,              0.0013387,              0.0013387
                    169,                0.26309,                0.22309,                  0.241,                0.80242,                0.96481,                0.91429,                0.94938,                0.87354,                0.93906,                0.94286,                0.95017,                0.89255,                 0.4548,                0.80714,                0.40425,                0.85094,              0.0013347,              0.0013347,              0.0013347
                    170,                0.26725,                0.22079,                0.24534,                0.82189,                0.96518,                0.91429,                 0.9465,                0.88951,                0.94271,                0.94041,                0.94728,                0.88832,                0.41496,                0.82292,                0.40033,                 0.8432,              0.0013308,              0.0013308,              0.0013308
                    171,                0.24176,                0.20769,                0.21735,                0.80298,                0.93858,                0.91429,                0.94344,                0.88008,                 0.9427,                0.94015,                0.94627,                0.87345,                0.43532,                0.86601,                0.41184,                0.84985,              0.0013268,              0.0013268,              0.0013268
                    172,                0.25236,                0.22055,                0.23164,                0.80582,                0.94269,                0.93997,                0.94657,                0.87511,                0.94269,                0.93997,                0.94657,                0.88345,                0.43699,                0.87272,                0.42589,                0.84889,              0.0013228,              0.0013228,              0.0013228
                    173,                0.25962,                0.20589,                0.23272,                0.81344,                0.93917,                0.91429,                0.94928,                0.87991,                0.93917,                0.91429,                0.94928,                0.88377,                0.42955,                0.87487,                0.43314,                0.85236,              0.0013189,              0.0013189,              0.0013189
                    174,                0.25722,                0.26717,                0.23253,                0.81967,                0.94081,                0.91429,                0.94928,                0.87102,                0.94081,                0.91429,                0.94928,                0.87787,                 0.4523,                0.93489,                0.41243,                0.86493,              0.0013149,              0.0013149,              0.0013149
                    175,                0.24129,                0.22086,                0.23676,                0.81244,                0.94264,                 0.9392,                0.95726,                 0.8831,                0.94264,                 0.9392,                0.95726,                0.87031,                0.45998,                0.87581,                0.40875,                0.87144,               0.001311,               0.001311,               0.001311
                    176,                0.25654,                0.21652,                0.24043,                0.82066,                0.94275,                0.94098,                0.95641,                0.88998,                0.94275,                0.94098,                0.95641,                0.89252,                0.44533,                 0.7467,                0.38773,                 0.8667,               0.001307,               0.001307,               0.001307
                    177,                0.26835,                0.21878,                0.24441,                0.80536,                0.94281,                0.94205,                0.95315,                 0.8901,                0.94281,                0.94205,                0.95315,                0.88904,                0.42696,                0.74977,                0.38126,                0.86631,               0.001303,               0.001303,               0.001303
                    178,                0.27303,                0.22965,                 0.2409,                 0.8216,                0.96543,                0.94286,                0.94843,                0.86371,                0.96543,                0.94286,                0.94843,                0.87679,                0.44258,                 0.7893,                0.39008,                0.86035,              0.0012991,              0.0012991,              0.0012991
                    179,                0.24719,                0.21466,                0.22958,                0.83545,                0.96558,                0.94286,                0.94996,                0.87337,                0.96558,                0.94286,                0.94996,                0.86893,                0.43933,                0.78402,                0.38503,                0.85396,              0.0012951,              0.0012951,              0.0012951
                    180,                0.25028,                 0.2012,                0.22706,                0.81219,                0.96826,                0.94286,                0.95111,                0.86083,                0.96826,                0.94286,                0.95111,                0.88008,                0.47028,                0.76432,                 0.3988,                0.86437,              0.0012912,              0.0012912,              0.0012912
                    181,                0.25743,                0.21352,                0.24203,                0.82209,                0.96545,                0.94286,                0.94942,                0.85352,                0.96545,                0.94286,                0.94942,                0.87123,                0.48284,                0.79969,                0.41623,                0.86951,              0.0012872,              0.0012872,              0.0012872
                    182,                0.23397,                0.19477,                0.22494,                0.81008,                0.96931,                0.94286,                0.94902,                0.87202,                0.96931,                0.94286,                0.94902,                0.86557,                0.46061,                0.80269,                0.39371,                0.86651,              0.0012832,              0.0012832,              0.0012832
